詞目id,詞目類型,漢字,羅馬字,分類
15038,單字不成詞者,抵,tí,
15039,單字不成詞者,押,ap,
15040,單字不成詞者,拇,bú,
15041,單字不成詞者,拈,ne,
15042,單字不成詞者,拉,la,
15043,單字不成詞者,拉,lá,
15044,單字不成詞者,拒,kī/kū,
15045,單字不成詞者,拒,kū,
15046,單字不成詞者,拓,thok,
15047,單字不成詞者,拔,pua̍t,
15048,單字不成詞者,拘,khu,
15049,單字不成詞者,拙,tsuat,
15050,單字不成詞者,斧,hú,
15051,單字不成詞者,斧,póo,
15052,單字不成詞者,於,î,
15053,單字不成詞者,昂,gông,
15054,單字不成詞者,昆,khun,
15055,單字不成詞者,昇,sing,
15056,單字不成詞者,昊,hō,
15057,單字不成詞者,昌,tshiong,
15058,單字不成詞者,明,bîn,
15059,單字不成詞者,明,bîng,
15060,單字不成詞者,明,mê,
15061,單字不成詞者,明,miâ,
15062,單字不成詞者,昏,hng,
15063,單字不成詞者,昏,hun,
15064,單字不成詞者,易,ī,
15065,單字不成詞者,易,ia̍h,
15066,單字不成詞者,易,i̍k,
15067,單字不成詞者,昔,sik,
15068,單字不成詞者,朋,pîng,
15069,單字不成詞者,杭,hâng,
15070,單字不成詞者,杰,kia̍t,
15071,單字不成詞者,杵,thú,
15072,單字不成詞者,杷,pê,
15073,單字不成詞者,松,tshîng,
15074,單字不成詞者,松,siông,
15075,單字不成詞者,松,sóng,
15076,單字不成詞者,枉,óng,
15077,單字不成詞者,析,sik,
15078,單字不成詞者,枕,tsím,
15079,單字不成詞者,果,kué/ké,
15080,單字不成詞者,枝,tsi,
15081,單字不成詞者,欣,him,
15082,單字不成詞者,歧,kî,
15083,單字不成詞者,沓,ta̍p,
15084,單字不成詞者,沸,huì,
15085,單字不成詞者,況,hóng,
15086,單字不成詞者,泄,siat,
15087,單字不成詞者,泊,po̍k,
15088,單字不成詞者,泊,phik,
15089,單字不成詞者,泌,pì,
15090,單字不成詞者,泓,hông,
15091,單字不成詞者,泛,huàn,
15092,單字不成詞者,泛,huān,
15093,單字不成詞者,泡,pho̍k,
15094,單字不成詞者,泣,khip,
15095,單字不成詞者,泥,nî,
15096,單字不成詞者,泱,iong,
15097,單字不成詞者,泳,íng,
15098,單字不成詞者,炙,tsià,
15099,單字不成詞者,爭,tsing,
15100,單字不成詞者,爸,pah,
15101,單字不成詞者,牧,bo̍k,
15102,單字不成詞者,物,mih,
15103,單字不成詞者,狀,tsiōng,
15104,單字不成詞者,狀,tsōng,
15105,單字不成詞者,狎,a̍p,
15106,單字不成詞者,狐,hôo,
15107,單字不成詞者,狗,kóo,
15108,單字不成詞者,玩,guán,
15109,單字不成詞者,玩,uán,
15110,單字不成詞者,玫,muî,
15111,單字不成詞者,的,tik,
15112,單字不成詞者,的,ti̍k,
15113,單字不成詞者,盲,mê/mî,
15114,單字不成詞者,盲,môo,
15115,單字不成詞者,祀,sāi,
15116,單字不成詞者,祀,sū,
15117,單字不成詞者,秉,píng,
15118,單字不成詞者,穹,kiong,
15119,單字不成詞者,空,khong,
15120,單字不成詞者,空,khàng,
15121,單字不成詞者,空,khòng,
15122,單字不成詞者,竺,tiok,
15123,單字不成詞者,羌,kiong,
15124,單字不成詞者,肥,huî,
15125,單字不成詞者,肨,hàng,
15126,單字不成詞者,肩,kian,
15127,單字不成詞者,肩,king,
15128,單字不成詞者,肴,ngâu,
15129,單字不成詞者,臥,ngōo,
15130,單字不成詞者,舍,sià,
15131,單字不成詞者,芙,hû,
15132,單字不成詞者,芙,phû,
15133,單字不成詞者,芝,tsi,
15134,單字不成詞者,芟,san,
15135,單字不成詞者,芡,khiàm,
15136,單字不成詞者,芥,kài,
15137,單字不成詞者,芥,kè,
15138,單字不成詞者,芥,kuà,
15139,單字不成詞者,芫,iân,
15140,單字不成詞者,芬,hun,
15141,單字不成詞者,芭,pa,
15142,單字不成詞者,芳,hong,
15143,單字不成詞者,芷,tsí,
15144,單字不成詞者,芹,khîn/khûn,
15145,單字不成詞者,芽,gâ,
15146,單字不成詞者,虎,hu,
15147,單字不成詞者,虱,sat,
15148,單字不成詞者,迌,thô,
15149,單字不成詞者,迎,giâ,
15150,單字不成詞者,迎,gîng,
15151,單字不成詞者,返,huán,
15152,單字不成詞者,邸,tí,
15153,單字不成詞者,采,tshái,
15154,單字不成詞者,長,tsióng,
15155,單字不成詞者,長,tiông,
15156,單字不成詞者,阻,tsóo,
15157,單字不成詞者,阿,o,
15158,單字不成詞者,阿,oo,
15159,單字不成詞者,陀,tôo,
15160,單字不成詞者,附,hū,
15161,單字不成詞者,亮,liāng,
15162,單字不成詞者,亮,liōng,
15163,單字不成詞者,侮,bú,
15164,單字不成詞者,侯,hâu,
15165,單字不成詞者,侯,hôo,
15166,單字不成詞者,便,pân,
15167,單字不成詞者,係,hē,
15168,單字不成詞者,促,tshiok,
15169,單字不成詞者,俄,gô,
15170,單字不成詞者,俄,ngôo,
15171,單字不成詞者,俊,tsùn,
15172,單字不成詞者,俍,lāng,
15173,單字不成詞者,俏,tshiàu,
15174,單字不成詞者,俐,lī,
15175,單字不成詞者,俘,hu,
15176,單字不成詞者,俚,lí,
15177,單字不成詞者,俞,jû/lû,
15178,單字不成詞者,俠,kiap,
15179,單字不成詞者,冒,mōo,
15180,單字不成詞者,則,tsik,
15181,單字不成詞者,削,siat,
15182,單字不成詞者,前,tsûn,
15183,單字不成詞者,勁,kìng,
15184,單字不成詞者,勁,kīng,
15185,單字不成詞者,勃,pu̍t,
15186,單字不成詞者,勉,bián,
15187,單字不成詞者,厚,hōo,
15188,單字不成詞者,叛,puān,
15189,單字不成詞者,咪,bî,
15190,單字不成詞者,咫,tsí,
15191,單字不成詞者,咬,ngáu,
15192,單字不成詞者,咯,lo̍k,
15193,單字不成詞者,咳,ka,
15194,單字不成詞者,咳,kha,
15195,單字不成詞者,咽,ian,
15196,單字不成詞者,咾,ló,
15197,單字不成詞者,哈,hah,
15198,單字不成詞者,哉,tsài,
15199,單字不成詞者,垂,sê,
15200,單字不成詞者,垂,suê,
15201,單字不成詞者,型,hîng,
15202,單字不成詞者,垢,káu,
15203,單字不成詞者,垣,uân,
15204,單字不成詞者,姚,iâu,
15205,單字不成詞者,姚,iô,
15206,單字不成詞者,姜,kiong,
15207,單字不成詞者,姜,khiong,
15208,單字不成詞者,姜,khiunn,
15209,單字不成詞者,姜,kiunn,
15210,單字不成詞者,姦,kan,
15211,單字不成詞者,姪,tsit,
15212,單字不成詞者,姪,ti̍t,
15213,單字不成詞者,姻,in,
15214,單字不成詞者,姼,tshit,
15215,單字不成詞者,姿,tsu,
15216,單字不成詞者,威,ui,
15217,單字不成詞者,娃,ua,
15218,單字不成詞者,客,khik,
15219,單字不成詞者,宣,suan,
15220,單字不成詞者,宥,iū,
15221,單字不成詞者,宦,huān,
15222,單字不成詞者,屋,ok,
15223,單字不成詞者,屎,sú,
15224,單字不成詞者,屏,pîn,
15225,單字不成詞者,屏,pîng,
15226,單字不成詞者,峇,bâ,
15227,單字不成詞者,帥,suì,
15228,單字不成詞者,帥,suè,
15229,單字不成詞者,幽,iu,
15230,單字不成詞者,度,to̍k,
15231,單字不成詞者,建,kiàn,
15232,單字不成詞者,彥,gān,
15233,單字不成詞者,彥,giān,
15234,單字不成詞者,待,tāi,
15235,單字不成詞者,後,hāu,
15236,單字不成詞者,後,hiō,
15237,單字不成詞者,後,hōo,
15238,單字不成詞者,怎,tsuánn,
15239,單字不成詞者,怒,nōo,
15240,單字不成詞者,思,si,
15241,單字不成詞者,思,sù,
15242,單字不成詞者,恂,sún,
15243,單字不成詞者,恆,hîng,
15244,單字不成詞者,恍,hóng,
15245,單字不成詞者,恍,huánn,
15246,單字不成詞者,恢,hue,
15247,單字不成詞者,恢,khue,
15248,單字不成詞者,恨,hīn/hūn,
15249,單字不成詞者,扁,pián,
15250,單字不成詞者,扁,pún,
15251,單字不成詞者,括,kuat,
15252,單字不成詞者,拯,tsín,
15253,單字不成詞者,拱,kióng,
15254,單字不成詞者,拼,phing,
15255,單字不成詞者,拾,si̍p,
15256,單字不成詞者,持,tshî,
15257,單字不成詞者,持,tî,
15258,單字不成詞者,指,tsíng,
15259,單字不成詞者,按,án,
15260,單字不成詞者,挑,thiau,
15261,單字不成詞者,挑,thiáu,
15262,單字不成詞者,既,kì,
15263,單字不成詞者,星,san,
15264,單字不成詞者,映,ìng,
15265,單字不成詞者,映,iòng,
15266,單字不成詞者,昧,māi,
15267,單字不成詞者,昨,tsa,
15268,單字不成詞者,昨,tso̍h,
15269,單字不成詞者,昭,tsiau,
15270,單字不成詞者,昱,io̍k,
15271,單字不成詞者,枯,koo,
15272,單字不成詞者,枴,kuáinn,
15273,單字不成詞者,架,kà,
15274,單字不成詞者,枷,ka,
15275,單字不成詞者,枸,kóo,
15276,單字不成詞者,柄,pìng,
15277,單字不成詞者,柏,peh,
15278,單字不成詞者,柏,pik,
15279,單字不成詞者,某,bóo,
15280,單字不成詞者,柔,jiû/liû,
15281,單字不成詞者,查,tsa,
15282,單字不成詞者,查,tsa,
15283,單字不成詞者,柩,kiū,
15284,單字不成詞者,柫,put,
15285,單字不成詞者,柬,kán,
15286,單字不成詞者,柯,kho,
15287,單字不成詞者,柱,tsū,
15288,單字不成詞者,柳,liú,
15289,單字不成詞者,柵,tshik,
15290,單字不成詞者,柵,sa,
15291,單字不成詞者,殃,iong,
15292,單字不成詞者,段,tuān,
15293,單字不成詞者,洋,iông,
15294,單字不成詞者,洛,lo̍k,
15295,單字不成詞者,津,tsin,
15296,單字不成詞者,洪,âng,
15297,單字不成詞者,洪,hông,
15298,單字不成詞者,活,hua̍t,
15299,單字不成詞者,炫,hiān,
15300,單字不成詞者,炳,píng,
15301,單字不成詞者,炸,tsia̍h,
15302,單字不成詞者,牲,senn/sinn,
15303,單字不成詞者,牲,sing,
15304,單字不成詞者,狡,káu,
15305,單字不成詞者,玲,lîng,
15306,單字不成詞者,玲,lin,
15307,單字不成詞者,玻,po,
15308,單字不成詞者,珊,suan,
15309,單字不成詞者,珍,tsin,
15310,單字不成詞者,珍,tin,
15311,單字不成詞者,甚,sīm,
15312,單字不成詞者,甭,bàng,
15313,單字不成詞者,界,kài,
15314,單字不成詞者,界,kè/kuè,
15315,單字不成詞者,疫,ia̍h,
15316,單字不成詞者,疫,i̍k,
15317,單字不成詞者,皇,hông,
15318,單字不成詞者,盈,îng,
15319,單字不成詞者,相,siunn,
15320,單字不成詞者,盼,phàn,
15321,單字不成詞者,盾,tún,
15322,單字不成詞者,矜,king,
15323,單字不成詞者,矜,khim,
15324,單字不成詞者,砂,se,
15325,單字不成詞者,砌,kih,
15326,單字不成詞者,砍,khám,
15327,單字不成詞者,砒,phi,
15328,單字不成詞者,研,gián,
15329,單字不成詞者,祈,kî,
15330,單字不成詞者,祉,tsí,
15331,單字不成詞者,禹,ú,
15332,單字不成詞者,秒,biáu,
15333,單字不成詞者,穿,tshuan,
15334,單字不成詞者,突,tu̍t,
15335,單字不成詞者,竿,kuann,
15336,單字不成詞者,紀,kí,
15337,單字不成詞者,紂,tiū,
15338,單字不成詞者,缸,kong,
15339,單字不成詞者,耶,iâ,
15340,單字不成詞者,背,puè,
15341,單字不成詞者,胖,phàng,
15342,單字不成詞者,胛,kah,
15343,單字不成詞者,胞,pau,
15344,單字不成詞者,胡,hôo,
15345,單字不成詞者,胡,ôo,
15346,單字不成詞者,舢,sam,
15347,單字不成詞者,苑,uán,
15348,單字不成詞者,苒,jiâm/liâm,
15349,單字不成詞者,苓,lîng,
15350,單字不成詞者,苔,thai,
15351,單字不成詞者,苔,thî,
15352,單字不成詞者,苗,biâu,
15353,單字不成詞者,苛,kho,
15354,單字不成詞者,苞,pau,
15355,單字不成詞者,苟,kóo,
15356,單字不成詞者,若,jio̍k/lio̍k,
15357,單字不成詞者,苦,ku,
15358,單字不成詞者,苧,tē/tuē,
15359,單字不成詞者,苧,thú,
15360,單字不成詞者,英,ing,
15361,單字不成詞者,苳,tang,
15362,單字不成詞者,莓,m̂,
15363,單字不成詞者,茂,bōo,
15364,單字不成詞者,范,huān,
15365,單字不成詞者,茄,ka,
15366,單字不成詞者,茅,hm̂,
15367,單字不成詞者,茅,mâu,
15368,單字不成詞者,茉,ba̍k,
15369,單字不成詞者,茉,bua̍h,
15370,單字不成詞者,虐,gi̍k,
15371,單字不成詞者,虐,gio̍h,
15372,單字不成詞者,虐,gio̍k,
15373,單字不成詞者,虼,ka,
15374,單字不成詞者,要,iau,
15375,單字不成詞者,要,iàu,
15376,單字不成詞者,訃,hù,
15377,單字不成詞者,計,kì,
15378,單字不成詞者,貞,tsing,
15379,單字不成詞者,軌,kuí,
15380,單字不成詞者,迦,khia,
15381,單字不成詞者,迪,ti̍k,
15382,單字不成詞者,迭,tia̍t,
15383,單字不成詞者,述,su̍t,
15384,單字不成詞者,郁,hiok,
15385,單字不成詞者,郎,lang,
15386,單字不成詞者,郎,nn̂g,
15387,單字不成詞者,酋,siû,
15388,單字不成詞者,陋,lōo,
15389,單字不成詞者,陌,bi̍k,
15390,單字不成詞者,韋,uî,
15391,單字不成詞者,韭,kú,
15392,單字不成詞者,飛,hue,
15393,單字不成詞者,首,siú,
15394,單字不成詞者,香,hiang,
15395,單字不成詞者,香,hiong,
15396,單字不成詞者,乘,sîng,
15397,單字不成詞者,乘,sīng,
15398,單字不成詞者,俯,hú,
15399,單字不成詞者,俱,khū,
15400,單字不成詞者,俳,pai,
15401,單字不成詞者,俳,pâi,
15402,單字不成詞者,俸,hōng,
15403,單字不成詞者,倆,lióng,
15404,單字不成詞者,倉,tshong,
15405,單字不成詞者,倒,tho̍h,
15406,單字不成詞者,倖,hīng,
15407,單字不成詞者,候,hāu,
15408,單字不成詞者,倚,í,
15409,單字不成詞者,借,tsià,
15410,單字不成詞者,倡,tshiong,
15411,單字不成詞者,倡,tshiòng,
15412,單字不成詞者,倦,kuān,
15413,單字不成詞者,倫,lûn,
15414,單字不成詞者,倭,e,
15415,單字不成詞者,冥,bîng,
15416,單字不成詞者,凊,tshìng,
15417,單字不成詞者,凋,tiau,
15418,單字不成詞者,凌,lîng,
15419,單字不成詞者,剔,thik,
15420,單字不成詞者,剖,phóo,
15421,單字不成詞者,剛,kong,
15422,單字不成詞者,剝,pok,
15423,單字不成詞者,卿,khing,
15424,單字不成詞者,原,guân,
15425,單字不成詞者,員,înn,
15426,單字不成詞者,哥,koh,
15427,單字不成詞者,哨,sàu,
15428,單字不成詞者,哨,siàu,
15429,單字不成詞者,哩,li,
15430,單字不成詞者,哩,lí,
15431,單字不成詞者,哲,tiat,
15432,單字不成詞者,唆,so,
15433,單字不成詞者,唆,sō,
15434,單字不成詞者,唏,hì,
15435,單字不成詞者,唐,tông,
15436,單字不成詞者,唐,tn̂g,
15437,單字不成詞者,埃,ai,
15438,單字不成詞者,埃,ia,
15439,單字不成詞者,埆,kak,
15440,單字不成詞者,埒,lua̍h,
15441,單字不成詞者,夏,hē,
15442,單字不成詞者,娉,phing,
15443,單字不成詞者,娘,liông,
15444,單字不成詞者,娛,gû,
15445,單字不成詞者,娛,ngôo,
15446,單字不成詞者,娜,ná,
15447,單字不成詞者,娟,kuan,
15448,單字不成詞者,娥,ngôo,
15449,單字不成詞者,娩,bián,
15450,單字不成詞者,宰,tsáinn,
15451,單字不成詞者,宴,iàn,
15452,單字不成詞者,宵,siau,
15453,單字不成詞者,屐,kia̍h,
15454,單字不成詞者,屑,sap,
15455,單字不成詞者,峰,hong,
15456,單字不成詞者,峻,tsùn,
15457,單字不成詞者,峽,kiap,
15458,單字不成詞者,差,tshai,
15459,單字不成詞者,庭,tiânn,
15460,單字不成詞者,庭,tîng,
15461,單字不成詞者,徐,tshî,
15462,單字不成詞者,徑,kìng,
15463,單字不成詞者,恐,khióng,
15464,單字不成詞者,恕,sù,
15465,單字不成詞者,息,sik,
15466,單字不成詞者,息,sit,
15467,單字不成詞者,悅,ua̍t,
15468,單字不成詞者,悅,ia̍t,
15469,單字不成詞者,悔,hué,
15470,單字不成詞者,悔,huí,
15471,單字不成詞者,悖,puē,
15472,單字不成詞者,悟,ngōo,
15473,單字不成詞者,扇,siàn,
15474,單字不成詞者,拳,kuân,
15475,單字不成詞者,拿,ná,
15476,單字不成詞者,挨,ai,
15477,單字不成詞者,挫,tshò,
15478,單字不成詞者,振,tsín,
15479,單字不成詞者,振,tín,
15480,單字不成詞者,挹,ip,
15481,單字不成詞者,挺,thíng,
15482,單字不成詞者,捉,tshiok,
15483,單字不成詞者,捏,liap,
15484,單字不成詞者,捐,kuan,
15485,單字不成詞者,捔,ka̍k,
15486,單字不成詞者,捕,póo,
15487,單字不成詞者,旁,pông,
15488,單字不成詞者,旅,lú,
15489,單字不成詞者,晉,tsìn,
15490,單字不成詞者,晏,àn,
15491,單字不成詞者,朔,sok,
15492,單字不成詞者,朗,láng,
15493,單字不成詞者,朗,lóng,
15494,單字不成詞者,栓,tshng,
15495,單字不成詞者,栗,la̍t,
15496,單字不成詞者,栗,li̍k,
15497,單字不成詞者,校,kàu,
15498,單字不成詞者,株,tsu,
15499,單字不成詞者,株,tu,
15500,單字不成詞者,栱,kóng,
15501,單字不成詞者,核,ha̍t,
15502,單字不成詞者,核,hi̍k,
15503,單字不成詞者,格,kik,
15504,單字不成詞者,桀,kia̍t,
15505,單字不成詞者,桂,kuì,
15506,單字不成詞者,桃,tô,
15507,單字不成詞者,桅,uî,
15508,單字不成詞者,案,uànn,
15509,單字不成詞者,桐,tâng,
15510,單字不成詞者,桐,tông,
15511,單字不成詞者,桑,sng,
15512,單字不成詞者,桑,song,
15513,單字不成詞者,桑,sáng,
15514,單字不成詞者,殉,sûn,
15515,單字不成詞者,殊,sû,
15516,單字不成詞者,殷,in,
15517,單字不成詞者,殷,ûn,
15518,單字不成詞者,氧,ióng,
15519,單字不成詞者,泰,thài,
15520,單字不成詞者,浙,tsiat,
15521,單字不成詞者,浡,phu̍h,
15522,單字不成詞者,浦,phóo,
15523,單字不成詞者,浩,hō,
15524,單字不成詞者,浪,lōng,
15525,單字不成詞者,浮,hû,
15526,單字不成詞者,浴,i̍k,
15527,單字不成詞者,浴,io̍k,
15528,單字不成詞者,涂,tôo,
15529,單字不成詞者,涂,thôo,
15530,單字不成詞者,涉,sia̍p,
15531,單字不成詞者,涗,suè/sè,
15532,單字不成詞者,烏,u,
15533,單字不成詞者,烘,hong,
15534,單字不成詞者,烙,lō,
15535,單字不成詞者,烙,lo̍k,
15536,單字不成詞者,特,ti̍k,
15537,單字不成詞者,狸,lî,
15538,單字不成詞者,狹,hia̍p,
15539,單字不成詞者,狽,puē,
15540,單字不成詞者,珮,puè,
15541,單字不成詞者,琉,liû,
15542,單字不成詞者,畔,puān,
15543,單字不成詞者,畚,pùn,
15544,單字不成詞者,畚,pūn,
15545,單字不成詞者,畜,thiok,
15546,單字不成詞者,畝,bóo,
15547,單字不成詞者,疲,phî,
15548,單字不成詞者,疳,kam,
15549,單字不成詞者,疸,thán,
15550,單字不成詞者,疹,tsín,
15551,單字不成詞者,疾,tsi̍k,
15552,單字不成詞者,疾,tsi̍t,
15553,單字不成詞者,病,pīng,
15554,單字不成詞者,益,iah,
15555,單字不成詞者,益,ik,
15556,單字不成詞者,眠,biân,
15557,單字不成詞者,眨,tsha̍p,
15558,單字不成詞者,矩,kí/kú,
15559,單字不成詞者,砲,phàu,
15560,單字不成詞者,祐,iū,
15561,單字不成詞者,祕,pì,
15562,單字不成詞者,祚,tsà,
15563,單字不成詞者,祟,sui,
15564,單字不成詞者,秘,pì,
15565,單字不成詞者,秤,pîng,
15566,單字不成詞者,秦,tsîn,
15567,單字不成詞者,秧,iang,
15568,單字不成詞者,秧,iong,
15569,單字不成詞者,秩,tia̍t,
15570,單字不成詞者,秪,te,
15571,單字不成詞者,秫,tsu̍t,
15572,單字不成詞者,秮,tai,
15573,單字不成詞者,窄,tsik,
15574,單字不成詞者,窈,iáu,
15575,單字不成詞者,笆,pa,
15576,單字不成詞者,笑,tshiàu,
15577,單字不成詞者,笑,siàu,
15578,單字不成詞者,笒,gím/giám,
15579,單字不成詞者,粅,but,
